id_pedido,id_cliente,fecha,hora,id_departamento,id_seccion,id_producto,nombre_producto,precio_unitario,cantidad,precio_total
5918,484,2023-07-11,915,1,3,20,Cebollas kg,1.8,2,3.6
5918,484,2023-07-11,915,1,1,8,Queso Fresco 300g,5.2,1,5.2
5918,484,2023-07-11,915,4,8,64,Champú 400ml,6.5,2,13.0
5918,484,2023-07-11,915,2,5,44,Cerveza Artesanal 500ml,6.5,1,6.5
5918,484,2023-07-11,915,3,7,61,Papel Aluminio 30m,4.2,3,12.6
5919,83,2024-11-17,1746,1,10,27,Croissants 6 unidades,4.5,1,4.5
5919,83,2024-11-17,1746,1,1,8,Queso Fresco 300g,5.2,1,5.2
5919,83,2024-11-17,1746,1,3,25,Ajos kg,4.5,1,4.5
5920,108,2023-10-12,1835,3,6,53,Limpiador Multiuso 500ml,2.6,1,2.6
5921,812,2023-08-20,1011,1,3,19,Tomates kg,4.2,1,4.2
5921,812,2023-08-20,1011,1,2,16,Jamón Serrano 200g,9.5,1,9.5
5921,812,2023-08-20,1011,4,8,70,Cepillo de Dientes,2.8,3,8.4
5921,812,2023-08-20,1011,1,3,24,Papas kg,1.9,1,1.9
5922,510,2023-10-31,2161,1,1,2,Yogur Natural 500g,3.2,2,6.4
5922,510,2023-10-31,2161,1,10,30,Tostadas 300g,2.9,1,2.9
5922,510,2023-10-31,2161,1,2,11,Lomo de Cerdo kg,15.8,3,47.4
5922,510,2023-10-31,2161,3,6,55,Blanqueador 1L,2.8,1,2.8
5923,859,2024-01-21,847,1,2,14,Costillas de Res kg,18.4,1,18.4
5923,859,2024-01-21,847,2,5,43,Vodka 750ml,25.9,1,25.9
5923,859,2024-01-21,847,3,7,60,Papel de Cocina 4 rollos,5.6,1,5.6
5923,859,2024-01-21,847,3,6,48,Detergente Líquido 1L,4.8,1,4.8
5924,774,2024-11-09,1334,1,2,11,Lomo de Cerdo kg,15.8,2,31.6
5924,774,2024-11-09,1334,1,3,17,Manzanas Rojas kg,3.4,2,6.8
5924,774,2024-11-09,1334,2,5,41,Vino Tinto 750ml,12.5,1,12.5
5924,774,2024-11-09,1334,3,6,50,Jabón en Polvo 1kg,5.2,1,5.2
5924,774,2024-11-09,1334,3,6,55,Blanqueador 1L,2.8,1,2.8
5924,774,2024-11-09,1334,3,7,62,Bolsas de Basura 50 unidades,3.9,2,7.8
5924,774,2024-11-09,1334,2,4,36,Agua Mineral 1.5L,1.2,3,3.6
5924,774,2024-11-09,1334,2,4,37,Jugo de Naranja 1L,4.5,3,13.5
5924,774,2024-11-09,1334,2,4,39,Te Helado 1.5L,3.1,2,6.2
5925,229,2023-06-03,1044,1,3,20,Cebollas kg,1.8,1,1.8
5925,229,2023-06-03,1044,4,9,72,Crema Facial 50ml,15.9,3,47.7
5925,229,2023-06-03,1044,3,6,54,Jabón de Manos 300ml,2.4,2,4.8
5925,229,2023-06-03,1044,4,8,69,Crema Hidratante 200ml,7.9,4,31.6
5925,229,2023-06-03,1044,4,8,64,Champú 400ml,6.5,1,6.5
5925,229,2023-06-03,1044,4,9,75,Lápiz Labial,8.5,2,17.0
5925,229,2023-06-03,1044,1,10,28,Pan Blanco 600g,2.2,2,4.4
5925,229,2023-06-03,1044,1,3,22,Naranjas kg,2.8,1,2.8
5926,507,2024-09-04,1376,2,5,42,Whisky 750ml,35.0,1,35.0
5926,507,2024-09-04,1376,2,4,36,Agua Mineral 1.5L,1.2,1,1.2
5926,507,2024-09-04,1376,2,4,39,Te Helado 1.5L,3.1,2,6.2
5927,263,2023-04-12,2020,3,6,52,Desinfectante 1L,3.8,2,7.6
5927,263,2023-04-12,2020,3,7,57,Toallas de Papel 6 rollos,7.2,1,7.2
5927,263,2023-04-12,2020,3,6,53,Limpiador Multiuso 500ml,2.6,1,2.6
5927,263,2023-04-12,2020,1,1,2,Yogur Natural 500g,3.2,1,3.2
5927,263,2023-04-12,2020,1,10,30,Tostadas 300g,2.9,2,5.8
5928,875,2023-09-26,1959,1,1,7,Crema de Leche 200ml,2.8,2,5.6
5928,875,2023-09-26,1959,3,6,48,Detergente Líquido 1L,4.8,3,14.4
5928,875,2023-09-26,1959,2,4,32,Coca Cola 2L,3.5,1,3.5
5929,687,2023-09-02,1683,2,5,41,Vino Tinto 750ml,12.5,2,25.0
5929,687,2023-09-02,1683,2,5,45,Vino Blanco 750ml,11.8,2,23.6
5929,687,2023-09-02,1683,1,1,3,Queso Manchego 200g,8.9,1,8.9
5929,687,2023-09-02,1683,1,2,9,Pollo Entero kg,5.2,1,5.2
5929,687,2023-09-02,1683,1,3,24,Papas kg,1.9,1,1.9
5929,687,2023-09-02,1683,1,3,23,Zanahorias kg,2.2,2,4.4
5929,687,2023-09-02,1683,1,3,20,Cebollas kg,1.8,3,5.4
5929,687,2023-09-02,1683,2,4,37,Jugo de Naranja 1L,4.5,1,4.5
5929,687,2023-09-02,1683,3,6,49,Suavizante 900ml,3.5,3,10.5
5930,551,2023-05-30,1390,4,8,67,Pasta Dental 100ml,3.5,1,3.5
5930,551,2023-05-30,1390,4,8,70,Cepillo de Dientes,2.8,3,8.4
5930,551,2023-05-30,1390,4,8,71,Enjuague Bucal 500ml,5.2,3,15.6
5930,551,2023-05-30,1390,3,6,55,Blanqueador 1L,2.8,2,5.6
5930,551,2023-05-30,1390,2,4,37,Jugo de Naranja 1L,4.5,1,4.5
5931,5,2024-09-05,1244,1,1,1,Leche Entera 1L,2.5,1,2.5
5931,5,2024-09-05,1244,2,4,36,Agua Mineral 1.5L,1.2,2,2.4
5931,5,2024-09-05,1244,3,6,51,Lavavajillas 750ml,2.9,3,8.7
5931,5,2024-09-05,1244,3,6,53,Limpiador Multiuso 500ml,2.6,2,5.2
5932,698,2024-12-11,1540,4,8,64,Champú 400ml,6.5,1,6.5
5932,698,2024-12-11,1540,4,8,65,Acondicionador 400ml,6.8,3,20.4
5932,698,2024-12-11,1540,4,8,66,Jabón Corporal 250ml,4.2,1,4.2
5932,698,2024-12-11,1540,1,3,25,Ajos kg,4.5,1,4.5
5932,698,2024-12-11,1540,3,7,63,Papel Encerado 25m,3.6,1,3.6
5932,698,2024-12-11,1540,1,2,15,Salchichas kg,6.8,1,6.8
5933,635,2024-07-30,930,2,4,36,Agua Mineral 1.5L,1.2,1,1.2
5933,635,2024-07-30,930,2,4,37,Jugo de Naranja 1L,4.5,2,9.0
5933,635,2024-07-30,930,2,4,39,Te Helado 1.5L,3.1,1,3.1
5933,635,2024-07-30,930,4,8,67,Pasta Dental 100ml,3.5,2,7.0
5933,635,2024-07-30,930,4,8,70,Cepillo de Dientes,2.8,3,8.4
5933,635,2024-07-30,930,4,8,71,Enjuague Bucal 500ml,5.2,2,10.4
5933,635,2024-07-30,930,4,9,73,Protector Solar 100ml,12.5,1,12.5
5933,635,2024-07-30,930,1,10,30,Tostadas 300g,2.9,1,2.9
5933,635,2024-07-30,930,2,5,41,Vino Tinto 750ml,12.5,2,25.0
5934,322,2024-08-26,976,4,8,67,Pasta Dental 100ml,3.5,1,3.5
5934,322,2024-08-26,976,4,8,70,Cepillo de Dientes,2.8,2,5.6
5934,322,2024-08-26,976,4,8,71,Enjuague Bucal 500ml,5.2,2,10.4
5935,860,2024-04-11,803,4,9,79,Serum Vitamina C 30ml,22.5,1,22.5
5935,860,2024-04-11,803,4,8,67,Pasta Dental 100ml,3.5,4,14.0
5935,860,2024-04-11,803,1,3,25,Ajos kg,4.5,1,4.5
5935,860,2024-04-11,803,2,5,41,Vino Tinto 750ml,12.5,1,12.5
5936,72,2023-08-08,1630,4,9,75,Lápiz Labial,8.5,1,8.5
5936,72,2023-08-08,1630,1,10,29,Galletas Integrales 400g,3.8,1,3.8
5936,72,2023-08-08,1630,1,3,20,Cebollas kg,1.8,3,5.4
5936,72,2023-08-08,1630,4,8,65,Acondicionador 400ml,6.8,3,20.4
5936,72,2023-08-08,1630,4,9,76,Crema Antiarrugas 50ml,25.8,1,25.8
5936,72,2023-08-08,1630,4,8,64,Champú 400ml,6.5,2,13.0
5936,72,2023-08-08,1630,2,5,44,Cerveza Artesanal 500ml,6.5,1,6.5
5936,72,2023-08-08,1630,1,3,18,Plátanos kg,2.1,1,2.1
5937,509,2024-09-02,2191,4,9,76,Crema Antiarrugas 50ml,25.8,1,25.8
5937,509,2024-09-02,2191,3,7,63,Papel Encerado 25m,3.6,1,3.6
5937,509,2024-09-02,2191,2,5,44,Cerveza Artesanal 500ml,6.5,1,6.5
5938,783,2024-04-16,985,1,2,16,Jamón Serrano 200g,9.5,2,19.0
5938,783,2024-04-16,985,3,6,54,Jabón de Manos 300ml,2.4,2,4.8
5939,583,2024-12-15,1481,1,3,19,Tomates kg,4.2,2,8.4
5939,583,2024-12-15,1481,1,3,20,Cebollas kg,1.8,1,1.8
5939,583,2024-12-15,1481,1,3,23,Zanahorias kg,2.2,4,8.8
5939,583,2024-12-15,1481,2,5,40,Cerveza Lager 6pack,8.9,3,26.7
5940,714,2023-02-13,1467,2,4,32,Coca Cola 2L,3.5,1,3.5
5940,714,2023-02-13,1467,2,4,35,Sprite 1.5L,2.8,2,5.6
5940,714,2023-02-13,1467,2,4,38,Agua Con Gas 1L,1.8,2,3.6
5941,116,2023-03-09,1322,1,2,11,Lomo de Cerdo kg,15.8,2,31.6
5941,116,2023-03-09,1322,1,1,1,Leche Entera 1L,2.5,2,5.0
5941,116,2023-03-09,1322,4,8,71,Enjuague Bucal 500ml,5.2,1,5.2
5942,385,2024-10-21,1143,2,5,41,Vino Tinto 750ml,12.5,1,12.5
5942,385,2024-10-21,1143,2,5,45,Vino Blanco 750ml,11.8,1,11.8
5942,385,2024-10-21,1143,1,1,3,Queso Manchego 200g,8.9,1,8.9
5942,385,2024-10-21,1143,1,2,13,Pechuga de Pollo kg,8.7,2,17.4
5942,385,2024-10-21,1143,1,10,26,Pan Integral 500g,2.8,1,2.8
5942,385,2024-10-21,1143,4,8,64,Champú 400ml,6.5,2,13.0
5943,522,2024-12-03,2051,2,4,32,Coca Cola 2L,3.5,1,3.5
5943,522,2024-12-03,2051,2,4,35,Sprite 1.5L,2.8,1,2.8
5943,522,2024-12-03,2051,2,4,38,Agua Con Gas 1L,1.8,2,3.6
5944,794,2024-12-23,1022,2,5,43,Vodka 750ml,25.9,1,25.9
5944,794,2024-12-23,1022,2,4,36,Agua Mineral 1.5L,1.2,2,2.4
5944,794,2024-12-23,1022,4,8,64,Champú 400ml,6.5,2,13.0
5944,794,2024-12-23,1022,1,1,6,Yogur Griego 400g,4.8,1,4.8
5944,794,2024-12-23,1022,2,5,45,Vino Blanco 750ml,11.8,1,11.8
5945,546,2023-02-28,1113,1,1,2,Yogur Natural 500g,3.2,3,9.6
5945,546,2023-02-28,1113,1,10,30,Tostadas 300g,2.9,1,2.9
5946,946,2023-04-03,1995,2,5,47,Cerveza Sin Alcohol 6pack,7.2,2,14.4
5946,946,2023-04-03,1995,1,1,6,Yogur Griego 400g,4.8,3,14.4
5946,946,2023-04-03,1995,2,4,35,Sprite 1.5L,2.8,1,2.8
5946,946,2023-04-03,1995,3,7,61,Papel Aluminio 30m,4.2,2,8.4
5946,946,2023-04-03,1995,4,8,69,Crema Hidratante 200ml,7.9,1,7.9
5947,958,2024-07-07,2087,2,4,37,Jugo de Naranja 1L,4.5,2,9.0
5947,958,2024-07-07,2087,1,10,27,Croissants 6 unidades,4.5,1,4.5
5947,958,2024-07-07,2087,2,5,42,Whisky 750ml,35.0,3,105.0
5947,958,2024-07-07,2087,2,4,36,Agua Mineral 1.5L,1.2,1,1.2
5947,958,2024-07-07,2087,1,2,10,Carne Molida kg,12.5,1,12.5
5947,958,2024-07-07,2087,1,3,19,Tomates kg,4.2,3,12.6
5947,958,2024-07-07,2087,1,3,25,Ajos kg,4.5,2,9.0
5947,958,2024-07-07,2087,3,7,57,Toallas de Papel 6 rollos,7.2,1,7.2
5948,587,2023-09-19,1395,1,1,2,Yogur Natural 500g,3.2,3,9.6
5948,587,2023-09-19,1395,1,10,30,Tostadas 300g,2.9,1,2.9
5948,587,2023-09-19,1395,1,1,3,Queso Manchego 200g,8.9,3,26.7
5949,509,2024-10-19,1891,1,2,9,Pollo Entero kg,5.2,1,5.2
5949,509,2024-10-19,1891,1,3,24,Papas kg,1.9,1,1.9
5949,509,2024-10-19,1891,1,3,23,Zanahorias kg,2.2,2,4.4
5949,509,2024-10-19,1891,1,3,20,Cebollas kg,1.8,2,3.6
5949,509,2024-10-19,1891,1,3,19,Tomates kg,4.2,1,4.2
5949,509,2024-10-19,1891,1,3,20,Cebollas kg,1.8,1,1.8
5949,509,2024-10-19,1891,1,3,23,Zanahorias kg,2.2,1,2.2
5950,834,2024-03-14,803,2,5,44,Cerveza Artesanal 500ml,6.5,1,6.5
5950,834,2024-03-14,803,2,4,36,Agua Mineral 1.5L,1.2,3,3.6
5950,834,2024-03-14,803,2,5,45,Vino Blanco 750ml,11.8,1,11.8
5950,834,2024-03-14,803,2,4,34,Fanta Naranja 2L,3.2,4,12.8
5950,834,2024-03-14,803,1,3,24,Papas kg,1.9,2,3.8
5950,834,2024-03-14,803,1,3,23,Zanahorias kg,2.2,1,2.2
5951,138,2023-11-01,1708,1,3,25,Ajos kg,4.5,3,13.5
5951,138,2023-11-01,1708,1,2,14,Costillas de Res kg,18.4,1,18.4
5952,370,2024-12-20,1984,1,3,19,Tomates kg,4.2,3,12.6
5952,370,2024-12-20,1984,1,3,20,Cebollas kg,1.8,2,3.6
5952,370,2024-12-20,1984,1,3,23,Zanahorias kg,2.2,3,6.6
5953,574,2024-07-10,1030,2,5,42,Whisky 750ml,35.0,2,70.0
5953,574,2024-07-10,1030,2,4,36,Agua Mineral 1.5L,1.2,2,2.4
5954,380,2023-03-28,1175,3,7,62,Bolsas de Basura 50 unidades,3.9,1,3.9
5954,380,2023-03-28,1175,1,3,18,Plátanos kg,2.1,2,4.2
5954,380,2023-03-28,1175,2,4,39,Te Helado 1.5L,3.1,1,3.1
5954,380,2023-03-28,1175,3,6,55,Blanqueador 1L,2.8,2,5.6
5954,380,2023-03-28,1175,1,10,27,Croissants 6 unidades,4.5,2,9.0
5955,674,2023-01-05,2002,2,4,36,Agua Mineral 1.5L,1.2,3,3.6
5955,674,2023-01-05,2002,1,3,25,Ajos kg,4.5,1,4.5
5955,674,2023-01-05,2002,1,1,6,Yogur Griego 400g,4.8,2,9.6
5955,674,2023-01-05,2002,4,8,65,Acondicionador 400ml,6.8,3,20.4
5955,674,2023-01-05,2002,4,9,74,Maquillaje Base 30ml,18.9,1,18.9
5956,882,2023-10-31,1809,1,3,19,Tomates kg,4.2,2,8.4
5956,882,2023-10-31,1809,1,3,20,Cebollas kg,1.8,2,3.6
5956,882,2023-10-31,1809,1,3,23,Zanahorias kg,2.2,1,2.2
5957,690,2023-08-19,2193,1,1,6,Yogur Griego 400g,4.8,1,4.8
5957,690,2023-08-19,2193,3,7,56,Papel Higiénico 12 rollos,8.5,1,8.5
5957,690,2023-08-19,2193,4,9,77,Mascarilla Facial,4.9,2,9.8
5957,690,2023-08-19,2193,2,5,47,Cerveza Sin Alcohol 6pack,7.2,1,7.2
5957,690,2023-08-19,2193,3,7,62,Bolsas de Basura 50 unidades,3.9,1,3.9
5957,690,2023-08-19,2193,1,1,7,Crema de Leche 200ml,2.8,2,5.6
5958,328,2024-05-05,1887,1,3,19,Tomates kg,4.2,3,12.6
5958,328,2024-05-05,1887,1,3,20,Cebollas kg,1.8,3,5.4
5958,328,2024-05-05,1887,1,3,23,Zanahorias kg,2.2,1,2.2
5958,328,2024-05-05,1887,3,6,48,Detergente Líquido 1L,4.8,1,4.8
5958,328,2024-05-05,1887,3,6,49,Suavizante 900ml,3.5,1,3.5
5958,328,2024-05-05,1887,3,7,56,Papel Higiénico 12 rollos,8.5,1,8.5
5958,328,2024-05-05,1887,4,9,73,Protector Solar 100ml,12.5,2,25.0
5958,328,2024-05-05,1887,2,5,44,Cerveza Artesanal 500ml,6.5,1,6.5
5958,328,2024-05-05,1887,1,3,25,Ajos kg,4.5,3,13.5
5959,149,2023-05-03,1708,1,2,11,Lomo de Cerdo kg,15.8,1,15.8
5959,149,2023-05-03,1708,1,3,17,Manzanas Rojas kg,3.4,1,3.4
5959,149,2023-05-03,1708,2,5,41,Vino Tinto 750ml,12.5,1,12.5
5959,149,2023-05-03,1708,2,4,36,Agua Mineral 1.5L,1.2,3,3.6
5959,149,2023-05-03,1708,2,4,37,Jugo de Naranja 1L,4.5,1,4.5
5959,149,2023-05-03,1708,2,4,39,Te Helado 1.5L,3.1,1,3.1
5960,259,2024-10-15,1770,1,2,10,Carne Molida kg,12.5,1,12.5
5960,259,2024-10-15,1770,1,3,19,Tomates kg,4.2,1,4.2
5960,259,2024-10-15,1770,1,3,25,Ajos kg,4.5,1,4.5
5960,259,2024-10-15,1770,3,7,57,Toallas de Papel 6 rollos,7.2,1,7.2
5960,259,2024-10-15,1770,1,1,4,Mantequilla 250g,4.5,4,18.0
5960,259,2024-10-15,1770,3,6,48,Detergente Líquido 1L,4.8,1,4.8
5961,398,2023-06-29,1175,1,2,11,Lomo de Cerdo kg,15.8,2,31.6
5961,398,2023-06-29,1175,1,3,17,Manzanas Rojas kg,3.4,4,13.6
5961,398,2023-06-29,1175,2,5,41,Vino Tinto 750ml,12.5,3,37.5
5962,402,2024-12-22,2112,2,4,37,Jugo de Naranja 1L,4.5,2,9.0
5962,402,2024-12-22,2112,1,10,27,Croissants 6 unidades,4.5,2,9.0
5962,402,2024-12-22,2112,1,2,11,Lomo de Cerdo kg,15.8,1,15.8
5962,402,2024-12-22,2112,1,3,17,Manzanas Rojas kg,3.4,1,3.4
5962,402,2024-12-22,2112,2,5,41,Vino Tinto 750ml,12.5,3,37.5
5962,402,2024-12-22,2112,1,10,28,Pan Blanco 600g,2.2,4,8.8
5963,210,2023-03-17,1847,2,5,41,Vino Tinto 750ml,12.5,4,50.0
5963,210,2023-03-17,1847,2,5,45,Vino Blanco 750ml,11.8,2,23.6
5963,210,2023-03-17,1847,1,1,3,Queso Manchego 200g,8.9,1,8.9
5963,210,2023-03-17,1847,1,3,25,Ajos kg,4.5,3,13.5
5963,210,2023-03-17,1847,1,10,31,Pan de Molde 700g,3.2,2,6.4
5963,210,2023-03-17,1847,1,1,5,Leche Descremada 1L,2.3,1,2.3
5964,808,2024-12-25,1629,4,8,69,Crema Hidratante 200ml,7.9,1,7.9
5965,786,2023-06-02,909,2,4,36,Agua Mineral 1.5L,1.2,3,3.6
5965,786,2023-06-02,909,2,4,37,Jugo de Naranja 1L,4.5,2,9.0
5965,786,2023-06-02,909,2,4,39,Te Helado 1.5L,3.1,2,6.2
5965,786,2023-06-02,909,1,1,6,Yogur Griego 400g,4.8,1,4.8
5965,786,2023-06-02,909,3,6,54,Jabón de Manos 300ml,2.4,1,2.4
5966,713,2023-09-19,2120,1,3,19,Tomates kg,4.2,3,12.6
5966,713,2023-09-19,2120,1,3,20,Cebollas kg,1.8,4,7.2
5966,713,2023-09-19,2120,1,3,23,Zanahorias kg,2.2,1,2.2
5966,713,2023-09-19,2120,4,8,64,Champú 400ml,6.5,2,13.0
5966,713,2023-09-19,2120,4,8,65,Acondicionador 400ml,6.8,4,27.2
5966,713,2023-09-19,2120,4,8,66,Jabón Corporal 250ml,4.2,3,12.6
5966,713,2023-09-19,2120,2,5,40,Cerveza Lager 6pack,8.9,1,8.9
5966,713,2023-09-19,2120,2,4,32,Coca Cola 2L,3.5,1,3.5
5966,713,2023-09-19,2120,3,7,58,Servilletas 200 unidades,2.4,1,2.4
5966,713,2023-09-19,2120,3,6,53,Limpiador Multiuso 500ml,2.6,1,2.6
5966,713,2023-09-19,2120,4,9,72,Crema Facial 50ml,15.9,1,15.9
5967,549,2023-05-20,975,1,3,19,Tomates kg,4.2,1,4.2
5967,549,2023-05-20,975,1,3,20,Cebollas kg,1.8,4,7.2
5967,549,2023-05-20,975,1,3,23,Zanahorias kg,2.2,3,6.6
5967,549,2023-05-20,975,1,2,10,Carne Molida kg,12.5,2,25.0
5967,549,2023-05-20,975,1,3,19,Tomates kg,4.2,1,4.2
5967,549,2023-05-20,975,1,3,25,Ajos kg,4.5,1,4.5
5967,549,2023-05-20,975,4,8,67,Pasta Dental 100ml,3.5,1,3.5
5967,549,2023-05-20,975,4,9,72,Crema Facial 50ml,15.9,1,15.9
5968,959,2024-08-14,1950,1,2,9,Pollo Entero kg,5.2,2,10.4
5968,959,2024-08-14,1950,1,3,24,Papas kg,1.9,4,7.6
5968,959,2024-08-14,1950,1,3,23,Zanahorias kg,2.2,1,2.2
5968,959,2024-08-14,1950,1,3,20,Cebollas kg,1.8,3,5.4
5968,959,2024-08-14,1950,1,2,16,Jamón Serrano 200g,9.5,1,9.5
5969,276,2023-06-03,1201,1,1,2,Yogur Natural 500g,3.2,2,6.4
5969,276,2023-06-03,1201,1,10,30,Tostadas 300g,2.9,1,2.9
5970,459,2023-06-16,1478,3,7,57,Toallas de Papel 6 rollos,7.2,1,7.2
5970,459,2023-06-16,1478,3,7,58,Servilletas 200 unidades,2.4,1,2.4
5970,459,2023-06-16,1478,4,9,77,Mascarilla Facial,4.9,1,4.9
5971,466,2023-04-22,2016,1,1,1,Leche Entera 1L,2.5,3,7.5
5971,466,2023-04-22,2016,1,10,26,Pan Integral 500g,2.8,2,5.6
5971,466,2023-04-22,2016,1,1,4,Mantequilla 250g,4.5,4,18.0
5971,466,2023-04-22,2016,1,1,2,Yogur Natural 500g,3.2,1,3.2
5971,466,2023-04-22,2016,3,7,62,Bolsas de Basura 50 unidades,3.9,3,11.7
5971,466,2023-04-22,2016,1,2,15,Salchichas kg,6.8,1,6.8
5972,796,2024-06-26,1341,1,3,19,Tomates kg,4.2,2,8.4
5972,796,2024-06-26,1341,1,3,20,Cebollas kg,1.8,1,1.8
5972,796,2024-06-26,1341,1,3,23,Zanahorias kg,2.2,1,2.2
5972,796,2024-06-26,1341,3,7,56,Papel Higiénico 12 rollos,8.5,1,8.5
5972,796,2024-06-26,1341,1,10,28,Pan Blanco 600g,2.2,2,4.4
5972,796,2024-06-26,1341,1,2,16,Jamón Serrano 200g,9.5,1,9.5
5973,191,2024-09-11,1229,3,6,50,Jabón en Polvo 1kg,5.2,1,5.2
5973,191,2024-09-11,1229,3,6,55,Blanqueador 1L,2.8,1,2.8
5973,191,2024-09-11,1229,3,7,62,Bolsas de Basura 50 unidades,3.9,2,7.8
5973,191,2024-09-11,1229,4,8,69,Crema Hidratante 200ml,7.9,1,7.9
5973,191,2024-09-11,1229,1,1,5,Leche Descremada 1L,2.3,1,2.3
5973,191,2024-09-11,1229,1,1,6,Yogur Griego 400g,4.8,1,4.8
5974,394,2024-02-19,1230,2,5,42,Whisky 750ml,35.0,2,70.0
5974,394,2024-02-19,1230,2,4,36,Agua Mineral 1.5L,1.2,1,1.2
5975,869,2024-10-08,2041,3,7,63,Papel Encerado 25m,3.6,2,7.2
5976,692,2023-09-27,1894,3,6,52,Desinfectante 1L,3.8,3,11.4
5976,692,2023-09-27,1894,3,7,57,Toallas de Papel 6 rollos,7.2,1,7.2
5976,692,2023-09-27,1894,3,6,53,Limpiador Multiuso 500ml,2.6,1,2.6
5977,406,2024-02-23,2097,1,2,11,Lomo de Cerdo kg,15.8,1,15.8
5977,406,2024-02-23,2097,1,3,17,Manzanas Rojas kg,3.4,3,10.2
5977,406,2024-02-23,2097,2,5,41,Vino Tinto 750ml,12.5,1,12.5
5977,406,2024-02-23,2097,4,9,76,Crema Antiarrugas 50ml,25.8,1,25.8
5977,406,2024-02-23,2097,3,7,57,Toallas de Papel 6 rollos,7.2,2,14.4
5978,164,2023-10-03,1436,3,6,52,Desinfectante 1L,3.8,4,15.2
5978,164,2023-10-03,1436,3,7,57,Toallas de Papel 6 rollos,7.2,2,14.4
5978,164,2023-10-03,1436,3,6,53,Limpiador Multiuso 500ml,2.6,1,2.6
5978,164,2023-10-03,1436,1,2,12,Chuletas de Cordero kg,22.9,1,22.9
5979,640,2024-11-07,881,4,8,67,Pasta Dental 100ml,3.5,2,7.0
5979,640,2024-11-07,881,4,8,70,Cepillo de Dientes,2.8,2,5.6
5979,640,2024-11-07,881,4,8,71,Enjuague Bucal 500ml,5.2,2,10.4
5979,640,2024-11-07,881,3,6,51,Lavavajillas 750ml,2.9,1,2.9
5980,239,2023-10-30,1533,1,3,19,Tomates kg,4.2,3,12.6
5980,239,2023-10-30,1533,4,8,68,Desodorante 150ml,4.8,2,9.6
5980,239,2023-10-30,1533,1,3,18,Plátanos kg,2.1,3,6.3
5980,239,2023-10-30,1533,2,4,39,Te Helado 1.5L,3.1,1,3.1
5980,239,2023-10-30,1533,4,8,70,Cepillo de Dientes,2.8,1,2.8
5980,239,2023-10-30,1533,3,6,48,Detergente Líquido 1L,4.8,1,4.8
5981,384,2024-08-19,1934,4,8,64,Champú 400ml,6.5,2,13.0
5981,384,2024-08-19,1934,4,8,65,Acondicionador 400ml,6.8,1,6.8
5981,384,2024-08-19,1934,4,8,66,Jabón Corporal 250ml,4.2,1,4.2
5981,384,2024-08-19,1934,1,2,14,Costillas de Res kg,18.4,1,18.4
5981,384,2024-08-19,1934,1,1,4,Mantequilla 250g,4.5,2,9.0
5982,702,2024-07-15,1460,2,5,42,Whisky 750ml,35.0,1,35.0
5982,702,2024-07-15,1460,2,4,36,Agua Mineral 1.5L,1.2,3,3.6
5982,702,2024-07-15,1460,1,10,30,Tostadas 300g,2.9,1,2.9
5983,173,2023-10-11,1509,1,3,25,Ajos kg,4.5,1,4.5
5983,173,2023-10-11,1509,3,6,48,Detergente Líquido 1L,4.8,2,9.6
5983,173,2023-10-11,1509,3,6,49,Suavizante 900ml,3.5,1,3.5
5983,173,2023-10-11,1509,3,7,56,Papel Higiénico 12 rollos,8.5,2,17.0
5983,173,2023-10-11,1509,3,6,53,Limpiador Multiuso 500ml,2.6,1,2.6
5983,173,2023-10-11,1509,1,2,16,Jamón Serrano 200g,9.5,2,19.0
5984,190,2024-08-05,1375,1,2,9,Pollo Entero kg,5.2,2,10.4
5984,190,2024-08-05,1375,1,3,24,Papas kg,1.9,1,1.9
5984,190,2024-08-05,1375,1,3,23,Zanahorias kg,2.2,2,4.4
5984,190,2024-08-05,1375,1,3,20,Cebollas kg,1.8,2,3.6
5984,190,2024-08-05,1375,3,6,48,Detergente Líquido 1L,4.8,2,9.6
5984,190,2024-08-05,1375,3,6,49,Suavizante 900ml,3.5,1,3.5
5984,190,2024-08-05,1375,3,7,56,Papel Higiénico 12 rollos,8.5,1,8.5
5984,190,2024-08-05,1375,1,1,2,Yogur Natural 500g,3.2,1,3.2
5984,190,2024-08-05,1375,1,10,30,Tostadas 300g,2.9,1,2.9
5984,190,2024-08-05,1375,3,6,53,Limpiador Multiuso 500ml,2.6,1,2.6
5985,992,2024-12-09,1634,4,8,64,Champú 400ml,6.5,3,19.5
5985,992,2024-12-09,1634,4,8,65,Acondicionador 400ml,6.8,1,6.8
5985,992,2024-12-09,1634,4,8,66,Jabón Corporal 250ml,4.2,1,4.2
5985,992,2024-12-09,1634,1,3,25,Ajos kg,4.5,3,13.5
5985,992,2024-12-09,1634,4,9,74,Maquillaje Base 30ml,18.9,1,18.9
5985,992,2024-12-09,1634,3,6,49,Suavizante 900ml,3.5,2,7.0
5986,479,2024-11-11,1493,3,7,62,Bolsas de Basura 50 unidades,3.9,1,3.9
5987,596,2024-08-31,1343,1,2,9,Pollo Entero kg,5.2,1,5.2
5987,596,2024-08-31,1343,1,3,24,Papas kg,1.9,1,1.9
5987,596,2024-08-31,1343,1,3,23,Zanahorias kg,2.2,1,2.2
5987,596,2024-08-31,1343,1,3,20,Cebollas kg,1.8,1,1.8
5987,596,2024-08-31,1343,4,8,66,Jabón Corporal 250ml,4.2,2,8.4
